head,relation,tail
location_2246_9086,hasSolarPotential,255.0
location_3832_6535,produces,solar_energy
location_2289_2817,produces,solar_energy
location_9451_3606,hasSolarPotential,255.0
location_10403_6709,produces,solar_energy
location_246_7192,produces,solar_energy
location_5657_7155,produces,solar_energy
location_7961_7247,hasSolarPotential,255.0
location_12280_3303,hasSolarPotential,255.0
location_8411_1876,produces,solar_energy
location_12760_2447,produces,solar_energy
location_11527_8215,hasSolarPotential,255.0
location_9157_4392,produces,solar_energy
location_6522_3407,hasSolarPotential,255.0
location_1879_7140,hasSolarPotential,255.0
location_7341_5067,produces,solar_energy
location_5693_7633,produces,solar_energy
location_1800_7645,produces,solar_energy
location_4923_2852,produces,solar_energy
location_9812_5234,produces,solar_energy
location_14025_9350,hasSolarPotential,255.0
location_290_1571,produces,solar_energy
location_11893_6435,hasSolarPotential,242.0
location_4839_6283,produces,solar_energy
location_4668_7425,produces,solar_energy
location_8611_5899,hasSolarPotential,255.0
location_13188_6045,produces,solar_energy
location_10628_4210,produces,solar_energy
location_6723_6387,produces,solar_energy
location_5657_8138,produces,solar_energy
location_3726_3509,hasSolarPotential,255.0
location_3405_4458,hasSolarPotential,255.0
location_4892_3928,hasSolarPotential,255.0
location_13287_5253,produces,solar_energy
location_8387_694,hasSolarPotential,255.0
location_7470_3108,hasSolarPotential,255.0
location_2217_6603,produces,solar_energy
location_8033_8314,produces,solar_energy
location_13818_9354,produces,solar_energy
location_1213_4499,hasSolarPotential,187.0
location_4284_210,produces,solar_energy
location_3819_5933,hasSolarPotential,255.0
location_4878_5673,hasSolarPotential,217.0
location_2145_7203,produces,solar_energy
location_11656_6054,hasSolarPotential,242.0
location_6281_7794,produces,solar_energy
location_5125_4518,produces,solar_energy
location_1374_4786,hasSolarPotential,176.0
location_10358_4364,hasSolarPotential,255.0
location_12758_9031,produces,solar_energy
location_5528_1082,produces,solar_energy
location_4442_2092,produces,solar_energy
location_8365_1935,produces,solar_energy
location_3423_2222,produces,solar_energy
location_6736_8855,produces,solar_energy
location_4709_6426,hasSolarPotential,255.0
location_5839_3033,produces,solar_energy
location_5455_7109,hasSolarPotential,255.0
location_10746_2927,produces,solar_energy
location_6413_3706,hasSolarPotential,255.0
location_10168_2721,hasSolarPotential,255.0
location_2909_3591,produces,solar_energy
location_12666_2068,produces,solar_energy
location_259_4063,produces,solar_energy
location_8446_5902,produces,solar_energy
location_8106_816,produces,solar_energy
location_8340_6382,hasSolarPotential,255.0
location_6603_2909,hasSolarPotential,255.0
location_817_2023,hasSolarPotential,255.0
location_26_1524,produces,solar_energy
location_9529_557,hasSolarPotential,255.0
location_2081_4786,produces,solar_energy
location_7428_1351,hasSolarPotential,255.0
location_8654_4665,produces,solar_energy
location_1081_9212,produces,solar_energy
location_4957_6880,hasSolarPotential,255.0
location_3685_1677,produces,solar_energy
location_5802_559,hasSolarPotential,255.0
location_164_6700,produces,solar_energy
location_8759_5756,hasSolarPotential,255.0
location_1042_2548,hasSolarPotential,255.0
location_6046_523,produces,solar_energy
location_9611_8389,hasSolarPotential,252.0
location_4068_3890,hasSolarPotential,255.0
location_2743_3094,produces,solar_energy
location_362_8670,hasSolarPotential,255.0
location_13749_9301,hasSolarPotential,255.0
location_2074_6988,produces,solar_energy
location_3392_5802,produces,solar_energy
location_7441_8351,produces,solar_energy
location_6343_8006,produces,solar_energy
location_1721_6552,produces,solar_energy
location_1078_6271,hasSolarPotential,185.0
location_3090_9043,hasSolarPotential,255.0
location_9012_5469,hasSolarPotential,255.0
location_13771_5369,produces,solar_energy
location_8981_1317,hasSolarPotential,255.0
location_11352_3881,hasSolarPotential,255.0
location_8456_6787,hasSolarPotential,255.0
location_9372_8576,produces,solar_energy
location_13588_7318,produces,solar_energy
location_2117_5637,hasSolarPotential,172.0
location_7109_4160,produces,solar_energy
location_196_6608,hasSolarPotential,255.0
location_6148_3750,produces,solar_energy
location_10893_4220,produces,solar_energy
location_2720_6923,produces,solar_energy
location_3238_6781,hasSolarPotential,255.0
location_1595_8956,produces,solar_energy
location_10861_6723,hasSolarPotential,227.0
location_3529_4598,produces,solar_energy
location_9991_1385,produces,solar_energy
location_3725_5529,hasSolarPotential,240.0
location_1162_3115,produces,solar_energy
location_7261_5691,hasSolarPotential,255.0
location_12318_6221,hasSolarPotential,242.0
location_1411_5561,hasSolarPotential,164.0
location_3613_7961,hasSolarPotential,255.0
location_13109_2520,hasSolarPotential,255.0
location_8552_1167,hasSolarPotential,255.0
location_7543_2909,produces,solar_energy
location_10823_8501,hasSolarPotential,140.0
location_11885_8885,hasSolarPotential,255.0
location_11613_6734,hasSolarPotential,149.0
location_6344_2467,hasSolarPotential,255.0
location_2260_6251,hasSolarPotential,216.0
location_9492_1789,hasSolarPotential,255.0
location_12085_319,hasSolarPotential,255.0
location_8376_3314,hasSolarPotential,255.0
location_13800_2997,hasSolarPotential,255.0
location_970_8332,produces,solar_energy
location_10114_3974,produces,solar_energy
location_7908_2643,hasSolarPotential,255.0
location_3577_9236,produces,solar_energy
location_2665_3125,produces,solar_energy
location_12568_6267,hasSolarPotential,255.0
location_11077_8495,hasSolarPotential,255.0
location_13120_3834,hasSolarPotential,255.0
location_12473_410,produces,solar_energy
location_11512_4251,produces,solar_energy
location_11990_1247,produces,solar_energy
location_1374_6138,hasSolarPotential,64.0
location_4169_19,produces,solar_energy
location_736_7133,produces,solar_energy
location_9439_8190,hasSolarPotential,237.0
location_5804_4828,produces,solar_energy
location_6878_5606,hasSolarPotential,255.0
location_13840_6689,hasSolarPotential,255.0
location_8022_5632,hasSolarPotential,255.0
location_1932_7236,hasSolarPotential,255.0
location_829_8049,hasSolarPotential,255.0
location_12847_6014,produces,solar_energy
location_12035_1849,produces,solar_energy
location_12386_2082,hasSolarPotential,255.0
location_189_275,produces,solar_energy
location_11665_2614,produces,solar_energy
location_6542_9032,hasSolarPotential,255.0
location_10186_436,produces,solar_energy
location_9068_8914,produces,solar_energy
location_13463_8658,produces,solar_energy
location_12975_5165,hasSolarPotential,252.0
location_11854_9274,produces,solar_energy
location_5657_7155,hasSolarPotential,255.0
location_2496_9113,hasSolarPotential,255.0
location_5745_103,hasSolarPotential,255.0
location_503_2485,produces,solar_energy
location_11545_7089,hasSolarPotential,242.0
location_1086_2980,hasSolarPotential,255.0
location_14019_6121,hasSolarPotential,255.0
location_628_6024,produces,solar_energy
location_2337_1908,hasSolarPotential,206.0
location_12660_7250,hasSolarPotential,255.0
location_11558_5112,produces,solar_energy
location_11071_1922,produces,solar_energy
location_7340_1402,hasSolarPotential,255.0
location_14167_7907,produces,solar_energy
location_10216_2645,produces,solar_energy
location_11369_7975,produces,solar_energy
location_5809_7616,hasSolarPotential,255.0
location_11655_3736,hasSolarPotential,255.0
location_10385_7948,produces,solar_energy
location_3054_2527,produces,solar_energy
location_6790_62,hasSolarPotential,255.0
location_7104_3692,produces,solar_energy
location_7726_5308,hasSolarPotential,255.0
location_12960_4260,produces,solar_energy
location_9553_9355,produces,solar_energy
location_12830_738,hasSolarPotential,255.0
location_2020_3404,hasSolarPotential,255.0
location_1999_879,produces,solar_energy
location_3719_3412,hasSolarPotential,255.0
location_939_7657,produces,solar_energy
location_7644_6633,hasSolarPotential,255.0
location_11416_9008,produces,solar_energy
location_5965_3066,produces,solar_energy
location_5318_5703,hasSolarPotential,224.0
location_10839_8459,hasSolarPotential,192.0
location_1173_4575,hasSolarPotential,226.0
location_770_3123,produces,solar_energy
location_11252_7928,produces,solar_energy
location_4196_8586,hasSolarPotential,255.0
location_11979_2118,produces,solar_energy
location_12807_7648,hasSolarPotential,255.0
location_4096_5075,hasSolarPotential,251.0
location_2043_1675,produces,solar_energy
location_10781_5771,produces,solar_energy
location_12509_4122,produces,solar_energy
location_6798_6367,produces,solar_energy
location_11897_2978,hasSolarPotential,255.0
location_13580_5361,produces,solar_energy
location_8792_6227,produces,solar_energy
location_6833_4923,hasSolarPotential,255.0
location_8421_5373,produces,solar_energy
location_13105_4203,produces,solar_energy
location_9895_554,produces,solar_energy
location_9966_3524,hasSolarPotential,255.0
location_9767_8474,produces,solar_energy
location_3058_3481,hasSolarPotential,255.0
location_6858_7978,hasSolarPotential,255.0
location_6737_2902,produces,solar_energy
location_1801_4870,produces,solar_energy
location_1593_4817,hasSolarPotential,172.0
location_13326_8199,hasSolarPotential,255.0
location_9330_1853,produces,solar_energy
location_7298_1200,produces,solar_energy
location_1390_694,produces,solar_energy
location_12206_2543,produces,solar_energy
location_6823_8408,hasSolarPotential,255.0
location_4292_7795,hasSolarPotential,255.0
location_5414_3855,produces,solar_energy
location_12812_7493,produces,solar_energy
location_12971_2219,produces,solar_energy
location_12563_6110,hasSolarPotential,242.0
location_3624_3909,produces,solar_energy
location_1552_4354,hasSolarPotential,177.0
location_13562_4451,hasSolarPotential,255.0
location_5024_2446,hasSolarPotential,255.0
location_6075_2408,hasSolarPotential,255.0
location_12577_7630,hasSolarPotential,255.0
location_4758_6139,produces,solar_energy
location_11758_8756,produces,solar_energy
location_12865_8812,hasSolarPotential,255.0
location_4399_5330,hasSolarPotential,246.0
location_6163_8154,produces,solar_energy
location_11953_3183,produces,solar_energy
location_5724_122,hasSolarPotential,255.0
location_7961_3949,hasSolarPotential,255.0
location_2130_8363,hasSolarPotential,255.0
location_4934_6652,produces,solar_energy
location_200_2423,produces,solar_energy
location_12568_7337,hasSolarPotential,255.0
location_1214_1281,hasSolarPotential,255.0
location_5394_1035,hasSolarPotential,255.0
location_1313_8765,produces,solar_energy
location_10397_3323,produces,solar_energy
location_13922_789,hasSolarPotential,255.0
location_7600_4784,hasSolarPotential,255.0
location_5662_8531,hasSolarPotential,255.0
location_5796_7854,hasSolarPotential,255.0
location_11729_5145,hasSolarPotential,213.0
location_3871_2852,hasSolarPotential,255.0
location_10836_4471,hasSolarPotential,255.0
location_8540_6587,produces,solar_energy
location_6751_4829,produces,solar_energy
location_7543_39,produces,solar_energy
location_7517_5328,hasSolarPotential,255.0
location_2246_1496,hasSolarPotential,206.0
location_5786_4732,produces,solar_energy
location_11696_8631,hasSolarPotential,255.0
location_10875_909,hasSolarPotential,255.0
location_10346_1596,hasSolarPotential,255.0
location_9239_2210,hasSolarPotential,255.0
location_15_5374,produces,solar_energy
location_5701_1289,hasSolarPotential,255.0
location_11719_3466,hasSolarPotential,255.0
location_1218_4590,produces,solar_energy
location_6878_6096,hasSolarPotential,255.0
location_7581_1147,produces,solar_energy
location_1808_7519,hasSolarPotential,255.0
location_14024_230,produces,solar_energy
location_8802_5064,hasSolarPotential,255.0
location_4762_8049,hasSolarPotential,255.0
location_11660_50,hasSolarPotential,255.0
location_3036_9189,hasSolarPotential,255.0
location_6034_9211,produces,solar_energy
location_384_2756,produces,solar_energy
location_1239_5210,produces,solar_energy
location_9244_2759,produces,solar_energy
location_7694_5606,produces,solar_energy
location_8022_4930,hasSolarPotential,255.0
location_6484_4265,hasSolarPotential,255.0
location_7447_2663,produces,solar_energy
location_5129_5048,hasSolarPotential,255.0
location_9270_2502,produces,solar_energy
location_7737_1560,hasSolarPotential,255.0
location_10370_4548,hasSolarPotential,255.0
location_789_6039,produces,solar_energy
location_3715_9242,hasSolarPotential,255.0
location_1374_6903,produces,solar_energy
location_2447_4805,hasSolarPotential,251.0
location_4233_815,hasSolarPotential,255.0
location_1196_3302,produces,solar_energy
location_9157_6841,produces,solar_energy
location_11988_8540,hasSolarPotential,255.0
location_11654_1926,produces,solar_energy
location_5773_2002,produces,solar_energy
location_6482_8411,hasSolarPotential,255.0
location_4304_6060,produces,solar_energy
location_13908_4999,produces,solar_energy
location_4812_764,produces,solar_energy
location_5979_3457,hasSolarPotential,255.0
location_11614_6529,hasSolarPotential,64.0
location_2996_526,hasSolarPotential,245.0
location_3670_963,hasSolarPotential,255.0
location_8672_6428,produces,solar_energy
location_12064_4178,produces,solar_energy
location_1685_2878,produces,solar_energy
location_9473_1364,produces,solar_energy
location_2207_1388,produces,solar_energy
location_6751_4829,hasSolarPotential,255.0
location_9915_73,produces,solar_energy
location_7437_8959,hasSolarPotential,255.0
location_8574_2559,hasSolarPotential,255.0
location_5091_9269,hasSolarPotential,255.0
location_5639_6019,hasSolarPotential,217.0
location_10809_3400,hasSolarPotential,255.0
